plant_name,plant_code,energy_type,energy_generated_mw
Fourche Creek Wastewater,10050,fossil_fuel,169
Fox Energy Center,56031,fossil_fuel,4258374
Framingham State University Plant,59717,fossil_fuel,19
Franklin Heating Station,54224,fossil_fuel,54899
Fredonia,607,fossil_fuel,273261
Freeport Energy,52120,fossil_fuel,2321230
Freeport Energy Center,56152,fossil_fuel,1162190
Freestone Energy Center,55226,fossil_fuel,6386923
Fremont Energy Center,55701,fossil_fuel,3973796
French Island,4005,fossil_fuel,219
Frito Lay Incorporated,58664,fossil_fuel,23588
Front Range Power Plant,55283,fossil_fuel,2406691
Frontier,50558,fossil_fuel,418198
G G Allen,2718,fossil_fuel,208487
GREC,165,fossil_fuel,3061568
Gadsby,3648,fossil_fuel,118821
Gallatin (TN),3403,fossil_fuel,4450512
Garrison Energy Center LLC,57349,fossil_fuel,1257346
Gary Works,50733,fossil_fuel,479165
Gaston Memorial Hospital,57629,fossil_fuel,14
Gateway Generating Station,56476,fossil_fuel,2438705
"Gavin Power, LLC",8102,fossil_fuel,12002301
Gaylord Container Bogalusa,54427,fossil_fuel,37209
General Chemical,54318,fossil_fuel,212501
General Electric Diesel Engine Plant,10058,fossil_fuel,3694
George Birdsall,493,fossil_fuel,9547
George Neal North,1091,fossil_fuel,647159
George Neal South,7343,fossil_fuel,985237
Georgia-Pacific Big Island,50479,fossil_fuel,3594
Georgia-Pacific Cedar Springs,54101,fossil_fuel,137711
Georgia-Pacific Consr Prods LP-Naheola,10699,fossil_fuel,35903
Georgia-Pacific Corp - Nekoosa Mill,50395,fossil_fuel,81650
Georgia-Pacific Crossett LLC,10606,fossil_fuel,44962
Georgia-Pacific Muskogee LLC,10362,fossil_fuel,416616
Georgia-Pacific Wauna Mill,56192,fossil_fuel,39736
Gerald Gentleman,6077,fossil_fuel,7451242
Ghent,1356,fossil_fuel,10038535
Gibson,6113,fossil_fuel,9200516
Gila River Power Block 1,59338,fossil_fuel,2562453
Gila River Power Block 2,60768,fossil_fuel,2623542
Gila River Power Block 3,59784,fossil_fuel,2330238
Gila River Power Block 4,55306,fossil_fuel,2641295
Gillette SBMC,54225,fossil_fuel,69468
Goal Line LP,54749,fossil_fuel,10801
Goodyear Beaumont Chemical Plant,54321,fossil_fuel,261794
Gordon Evans Energy Center,1240,fossil_fuel,189559
Grand Ave Plant,58205,fossil_fuel,36998
Grand Gulf,6072,fossil_fuel,8600330
Granite City Works,57072,fossil_fuel,187144
Granite Ridge,55170,fossil_fuel,3433772
Grays Harbor Energy Facility,7999,fossil_fuel,3163202
Grayson,377,fossil_fuel,81877
Green Country Energy LLC,55146,fossil_fuel,3172915
Green Power 2,55470,fossil_fuel,3747387
Greene County,10,fossil_fuel,1238220
Greenleaf 2 Power Plant,10349,fossil_fuel,64240
Greensville County Power Station,59913,fossil_fuel,11145392
Greenwood (MI),6035,fossil_fuel,454549
Greenwood (MO),6074,fossil_fuel,42161
Gregory Power Plant,55086,fossil_fuel,699287
Griffith Energy LLC,55124,fossil_fuel,2974820
Grimes Way,56016,fossil_fuel,73
Guadalupe Generating Station,55153,fossil_fuel,6315390
Gulf Clean Energy Center,641,fossil_fuel,1474078
H Allen Franklin Combined Cycle,7710,fossil_fuel,11641023
H B Robinson,3251,fossil_fuel,5690025
H L Culbreath Bayside Power Station,7873,fossil_fuel,7698824
H L Spurlock,6041,fossil_fuel,8336428
H Power,10334,fossil_fuel,3682
H Wilson Sundt Generating Station,126,fossil_fuel,937837
HF Sinclair Puget Sound Refining,54268,fossil_fuel,693749
HO Clarke Generating,63335,fossil_fuel,347158
HP Hood CT,59860,fossil_fuel,100130
HTW Plant 303 COGEN,58597,fossil_fuel,41857
Hamilton Liberty,58420,fossil_fuel,6042720
Hamilton Patriot Generation Plant,58426,fossil_fuel,6387011
Hampton Facility,10108,fossil_fuel,28070
Handley,3491,fossil_fuel,1089965
Hanford Energy Park Peaker,55698,fossil_fuel,18850
Hanging Rock Energy Facility,55736,fossil_fuel,9979375
Harbor,399,fossil_fuel,114508
Hardee Power Station,50949,fossil_fuel,1098954
Harding Street,990,fossil_fuel,1379690
Harquahala Generating Project,55372,fossil_fuel,2674207
Harrington,6193,fossil_fuel,4408393
Harris,6015,fossil_fuel,7806867
Harrisburg Facility,10118,fossil_fuel,2587
Harrison County Power Project,55664,fossil_fuel,2762067
Harry Allen,7082,fossil_fuel,2898285
Hawthorn,2079,fossil_fuel,3483286
Hay Road,7153,fossil_fuel,1998514
Hayden,525,fossil_fuel,2945081
Haynes,400,fossil_fuel,2562641
Hays Energy Project,55144,fossil_fuel,3478985
Healy,6288,fossil_fuel,9164
Hendricks Regional Health,54731,fossil_fuel,12
Henrietta Peaker,55807,fossil_fuel,48676
Herbert A Wagner,1554,fossil_fuel,91582
Hermiston Generating Plant,54761,fossil_fuel,2472054
Hermiston Power Partnership,55328,fossil_fuel,3859811
Hickory Run Energy Station,61028,fossil_fuel,6185451
Hidalgo Energy Center,55545,fossil_fuel,2535271
Higgins Generating Station,55687,fossil_fuel,2695274
High Bridge,1912,fossil_fuel,1827724
High Desert Power Plant,55518,fossil_fuel,4052355
"Hill Top Energy Center, LLC",62565,fossil_fuel,4142509
Hillabee Energy Center,55411,fossil_fuel,5116770
Hinds Energy Facility,55218,fossil_fuel,3069671
Hines Energy Complex,7302,fossil_fuel,12240582
Hoag Hospital Cogen Plant,58223,fossil_fuel,2727
Hobbs Generating Station,56458,fossil_fuel,3415193
Hoffer Plastics,54523,fossil_fuel,4253
Hoffmann LaRoche,10123,fossil_fuel,51217
Hog Bayou Energy Center,55241,fossil_fuel,1534976
Holcomb,108,fossil_fuel,1663202
Holland Energy Facility,55334,fossil_fuel,1981699
Homer City Generating Station,3122,fossil_fuel,3309254
Hopewell Cogeneration,10633,fossil_fuel,677731
Hopewell Mill,50813,fossil_fuel,44447
Hot Spring Generating Facility,55418,fossil_fuel,3362959
Houston Chemical Complex Battleground,50043,fossil_fuel,1911695
Howard Down,2434,fossil_fuel,67498
Hugo,6772,fossil_fuel,806227
Humboldt Bay,246,fossil_fuel,453689
Humboldt Sawmill Company,50049,fossil_fuel,1558
Hummel Station LLC,60368,fossil_fuel,7750651
Hunter,6165,fossil_fuel,7381184
Hunterstown Power Plant,55976,fossil_fuel,5914124
Huntington,8069,fossil_fuel,5673115
Hyperion Treatment Plant CHP Plant,60960,fossil_fuel,72177
Iatan,6065,fossil_fuel,5868322
Indeck Niles Energy Center,55460,fossil_fuel,3077086
Independence Steam Electric Station,6641,fossil_fuel,4497183
Indian Orchard Plant 1,10417,fossil_fuel,15123
Indian River Generating Station,594,fossil_fuel,108090
Indiana University of Pennsylvania,10129,fossil_fuel,28376
Ingleside Cogeneration,55313,fossil_fuel,2813952
Intercession City,8049,fossil_fuel,391934
Intermountain Power Project,6481,fossil_fuel,5510314
International Paper Co. - New Bern Mill,50188,fossil_fuel,27726
International Paper Franklin Mill,52152,fossil_fuel,42341
International Paper Georgetown Mill,54087,fossil_fuel,22402
International Paper Prattville Mill,52140,fossil_fuel,133847
International Paper Riegelwood Mill,54656,fossil_fuel,52462
International Paper Savanna Mill,50398,fossil_fuel,178394
International Paper Valliant OK,50192,fossil_fuel,133389
International Paper Vicksburg Mill,54100,fossil_fuel,43503
Iowa State University,54201,fossil_fuel,99126
Ironwood LLC,55337,fossil_fuel,5136582
Ivanpah 1,57074,fossil_fuel,5174
Ivanpah 2,57073,fossil_fuel,6014
Ivanpah 3,57075,fossil_fuel,5352
J C McNeil,589,fossil_fuel,579
J H Campbell,1710,fossil_fuel,7677055
J K Smith,54,fossil_fuel,710543
J K Spruce,7097,fossil_fuel,6784911
J Lamar Stall Unit,56565,fossil_fuel,3121630
JBER Landfill Gas Power Plant,58380,fossil_fuel,7
JM Shafer Generating Station,50707,fossil_fuel,894219
Jack County,55230,fossil_fuel,5486223
Jack Fusco Energy Center,55357,fossil_fuel,3392955
Jack McDonough,710,fossil_fuel,18428551
Jack Watson,2049,fossil_fuel,2595782
Jackson Generating Station,55270,fossil_fuel,2204621
"Jackson Generation, LLC",62926,fossil_fuel,5185217
James A Fitzpatrick,6110,fossil_fuel,6612745
James E. Rogers Energy Complex,2721,fossil_fuel,5011651
James H Miller Jr,6002,fossil_fuel,21067413
James River Power Station,2161,fossil_fuel,141492
Jasper,55927,fossil_fuel,5083538
Jeffrey Energy Center,6068,fossil_fuel,8976087
Jim Bridger,8066,fossil_fuel,10662019
John Deere Dubuque Works,54414,fossil_fuel,80
John E Amos,3935,fossil_fuel,7306252
John P Madgett,4271,fossil_fuel,2101639
John S Rainey,7834,fossil_fuel,5688275
John Sevier,3405,fossil_fuel,4449216
John Twitty Energy Center,6195,fossil_fuel,2626362
John W Turk Jr Power Plant,56564,fossil_fuel,3681339
Johnsonville,3406,fossil_fuel,845832
Joliet 29,384,fossil_fuel,550371
Jones,3482,fossil_fuel,1593111
Joppa Steam,887,fossil_fuel,3487018
Joseph M Farley,6001,fossil_fuel,12988196
Kalaeloa Cogen Plant,54646,fossil_fuel,1746
KapStone Kraft Paper Corp,50254,fossil_fuel,46690
Kapaia Power Station,56258,fossil_fuel,2040
Kapstone,7737,fossil_fuel,203569
Kaukauna Paper Mill,54098,fossil_fuel,72051
Kaweah Delta District Hospital,10042,fossil_fuel,19362
Keahole,8083,fossil_fuel,285372
Kendall County Generation Facility,55131,fossil_fuel,5094602
Kendall Square Station,1595,fossil_fuel,1250980
Kent County Waste to Energy Facility,50860,fossil_fuel,646
Kern Oil & Refining Co,58100,fossil_fuel,34512
Kern River Cogeneration,10496,fossil_fuel,442695
Kern River Eastridge Cogen,52107,fossil_fuel,216061
Keys Energy Center,60302,fossil_fuel,4581870
Keystone,3136,fossil_fuel,5089626
Kiamichi Energy Facility,55501,fossil_fuel,4843211
Kincaid Generation LLC,876,fossil_fuel,3624856
Kindred School,56242,fossil_fuel,58
King City Power Plant,10294,fossil_fuel,60072
Kings Mountain Energy Center,59325,fossil_fuel,3128301
Kingston,3407,fossil_fuel,3126431
Kishwaukee CHP Plant,58177,fossil_fuel,1111
Klamath Cogeneration Plant,55103,fossil_fuel,2424357
Kleen Energy Systems Project,56798,fossil_fuel,2416228
Kyger Creek,2876,fossil_fuel,5229446
Kyrene,147,fossil_fuel,1253021
L V Sutton Combined Cycle,58697,fossil_fuel,3927306
LSP-Whitewater LP,55011,fossil_fuel,953525
LSU Cogen,58428,fossil_fuel,101990
La Cygne,1241,fossil_fuel,6552316
La Paloma Generating Plant,55151,fossil_fuel,1671953
LaSalle Generating Station,6026,fossil_fuel,19216976
Labadie,2103,fossil_fuel,16446112
Lackawanna Energy Center,60357,fossil_fuel,9148444
Ladysmith,7839,fossil_fuel,875311
Lagoon Creek,7845,fossil_fuel,4098705
Lake Charles Polymers,57884,fossil_fuel,175126
Lake Charles Power,60927,fossil_fuel,6088759
Lake Road (MO),2098,fossil_fuel,37497
Lake Road Generating Plant,55149,fossil_fuel,5722994
Lake Side Power Plant,56237,fossil_fuel,6578673
Lamar Power Project,55097,fossil_fuel,5477667
Langley Gulch Power Plant,57028,fossil_fuel,1548091
Lansing,1047,fossil_fuel,983447
Lansing Smith,643,fossil_fuel,4542044
Laramie River Station,6204,fossil_fuel,9858855
Las Vegas Generating Station,10761,fossil_fuel,284611
Lauderdale,613,fossil_fuel,314944
Lawrence Energy Center,1250,fossil_fuel,1992285
"Lawrenceburg Power, LLC",55502,fossil_fuel,8516235
Leaf River Cellulose LLC,10233,fossil_fuel,9680
Lederle Laboratories,10521,fossil_fuel,142140
Lee Combined Cycle Plant,58215,fossil_fuel,6041046
Leland Olds,2817,fossil_fuel,8721
Lewis Creek,3457,fossil_fuel,1829465
Liberty Electric Power Plant,55231,fossil_fuel,3556261
Limerick,6105,fossil_fuel,19167156
Limestone,298,fossil_fuel,7256258
Lincoln Combustion,7277,fossil_fuel,48745
Linden Cogen Plant,50006,fossil_fuel,5233098
Little Gypsy,1402,fossil_fuel,837186
Live Oak Limited,54768,fossil_fuel,72265
Lodi Energy Center,57978,fossil_fuel,840306
Logan Generating Plant,10043,fossil_fuel,195904
Loma Linda University Cogen,10206,fossil_fuel,59386
Long Creek Waste Water Plant,57630,fossil_fuel,192
Long Ridge Energy Generation,61322,fossil_fuel,2592141
Longview Power Plant,56671,fossil_fuel,4559836
Los Angeles Refinery Wilmington,54451,fossil_fuel,142593
Los Esteros Critical Energy Center,55748,fossil_fuel,180099
Los Medanos Energy Center,55217,fossil_fuel,3557559
Lost Pines 1 Power Project,55154,fossil_fuel,3141227
Louisa,6664,fossil_fuel,3077542
Louisiana 1,1391,fossil_fuel,1917739
Lower Mount Bethel Energy,55667,fossil_fuel,4295460
Luna Energy Facility,55343,fossil_fuel,3333469
M L Hibbard,1897,fossil_fuel,16891
MAS ASB Cogen Plant,58484,fossil_fuel,38382
MMSD Jones Island Wastewater,54851,fossil_fuel,54562
MMWAC Resource Recovery Facility,50035,fossil_fuel,146
MNDOT Standby Generation,55824,fossil_fuel,23
MSC Croswell,57950,fossil_fuel,225
MSC Sebewaing,57949,fossil_fuel,632
MTSU Power Co-Gen Plant,58179,fossil_fuel,38680
MU Combined Heat and Power Plant,50969,fossil_fuel,157019
Maalaea,6504,fossil_fuel,671617
MacArthur Waste to Energy Facility,51038,fossil_fuel,691
Maddox,2446,fossil_fuel,336921
Magic Valley Generating Station,55123,fossil_fuel,2422818
Magnet Cove,55714,fossil_fuel,3311472
Magnolia Power Plant,55451,fossil_fuel,5051650
Magnolia Power Project,56046,fossil_fuel,1514703
Major Oak Power,7030,fossil_fuel,5901
Malaga Power LLC,56239,fossil_fuel,17229
Malburg,56041,fossil_fuel,470444
Manatee,6042,fossil_fuel,6768666
Manchester Street,3236,fossil_fuel,991141
Manchief Electric Generating Station,55127,fossil_fuel,223179
Manitowoc,4125,fossil_fuel,20593
Mansfield Mill,54091,fossil_fuel,440267
Marathon Bay Area Cogen,10342,fossil_fuel,479547
Marcus Hook Energy LP,55801,fossil_fuel,5444635
Marion,976,fossil_fuel,784259
Mariposa Energy Project,57483,fossil_fuel,94567
Marsh Landing Generating Station,57267,fossil_fuel,134655
Marshall (NC),2727,fossil_fuel,7205919
Marshall Energy Facility,55232,fossil_fuel,452185
Marshalltown Generating Station,58236,fossil_fuel,2724015
Martin,6043,fossil_fuel,9499639
Martin Drake,492,fossil_fuel,211633
Martin Lake,6146,fossil_fuel,12592122
Martinez Refining,54912,fossil_fuel,746800
Martinsville LFG Generator,57893,fossil_fuel,109
Mayaguez Plant,61151,fossil_fuel,252710
Mayo,6250,fossil_fuel,1091887
McClain Energy Facility,55457,fossil_fuel,2298880
McGuire,6038,fossil_fuel,19450310
McIntosh,6124,fossil_fuel,84292
McIntosh Combined Cycle Facility,56150,fossil_fuel,8637475
McKittrick Limited,50612,fossil_fuel,9923
McMeekin,3287,fossil_fuel,755990
McWilliams,533,fossil_fuel,3895666
Mead Coated Board,54802,fossil_fuel,195900
Meramec,2104,fossil_fuel,214257
Merck Rahway Power Plant,10224,fossil_fuel,37242
Merom,6213,fossil_fuel,4818866
Merrimack,2364,fossil_fuel,306019
Mesquite Generating Station Block 1,58557,fossil_fuel,3249626
Mesquite Generating Station Block 2,55481,fossil_fuel,3767483
Metcalf Energy Center,55393,fossil_fuel,2315298
Metro Wastewater Reclamation District,10180,fossil_fuel,164
Miami Dade County Resource Recovery Fac,10062,fossil_fuel,12895
Miami Fort,2832,fossil_fuel,6241192
Michigan City,997,fossil_fuel,1415874
Mid-Georgia Cogeneration Facility,55040,fossil_fuel,461898
Middlebury College,57804,fossil_fuel,920
Middletown Energy Center,59326,fossil_fuel,3556461
Midland Cogeneration Venture,10745,fossil_fuel,7411985
Midlothian Energy Facility,55091,fossil_fuel,4884707
Midulla Generating Station,7380,fossil_fuel,3757745
Midway Sunset Cogen,52169,fossil_fuel,58522
Milford Power Project,55126,fossil_fuel,3696502
Mill Creek (KY),1364,fossil_fuel,7312010
Millennium Power,55079,fossil_fuel,1152563
Millstone,566,fossil_fuel,16464167
Milton R Young,2823,fossil_fuel,9886
Miramar Energy Facility,56232,fossil_fuel,33489
Missouri River Wastewater Treatment,55033,fossil_fuel,256
Mitchell (WV),3948,fossil_fuel,3501887
Monroe (MI),1733,fossil_fuel,12200209
Montgomery County,60925,fossil_fuel,5985487
Montgomery County Resource Recovery,50657,fossil_fuel,3211
Monticello Nuclear Facility,1922,fossil_fuel,5545273
Montpelier Electric Generating Station,55229,fossil_fuel,359580
Morgan Energy Center,55293,fossil_fuel,5032840
Morgantown Generating Plant,1573,fossil_fuel,1247087
Morris Cogeneration LLC,55216,fossil_fuel,585238
Moselle,2070,fossil_fuel,1222455
Mosinee Mill,50614,fossil_fuel,46236
Motiva Enterprises Port Arthur Refinery,50973,fossil_fuel,560607
Mountain Home Energy Center,59809,fossil_fuel,5686
Mountaineer,6264,fossil_fuel,5216833
Mountainview Generating Station,358,fossil_fuel,3755565
Moxie Freedom Generation Plant,59906,fossil_fuel,4453231
Mt Storm,3954,fossil_fuel,4644066
Municipal Cogen Plant,50674,fossil_fuel,6267
Muscatine Plant #1,1167,fossil_fuel,786419
Muskogee,2952,fossil_fuel,2239230
Mustang,2953,fossil_fuel,862750
Mustang Station,55065,fossil_fuel,1213349
Mystic Generating Station,1588,fossil_fuel,1616842
NCAH Central Utility Plant,58265,fossil_fuel,9254
NIH Cogeneration Facility,56668,fossil_fuel,140807
NRG Chalk Point CT,61890,fossil_fuel,429
Naughton,4162,fossil_fuel,2456201
Naval Hospital Medical Center,50963,fossil_fuel,12058
Naval Submarine Base Kings Bay,54239,fossil_fuel,4039
Nearman Creek,6064,fossil_fuel,1225891
Nebo Power Station,56177,fossil_fuel,389231
Nebraska City,6096,fossil_fuel,7154862
Nevada Cogen Assoc#1 GarnetVly,54350,fossil_fuel,713983
Nevada Cogen Associates 2 Black Mountain,54349,fossil_fuel,695280
Nevada Solar One,56405,fossil_fuel,920
New Covert Generating Facility,55297,fossil_fuel,6803547
New Haven Harbor,6156,fossil_fuel,24165
New Madrid,2167,fossil_fuel,4261
New Mexico State University,54975,fossil_fuel,34365
New Orleans Power,60928,fossil_fuel,366686
New-Indy Ontario Mill,10427,fossil_fuel,251976
Newark Energy Center,58079,fossil_fuel,4508038
Newington,55661,fossil_fuel,1320448
Newington,8002,fossil_fuel,1320448
Newman,3456,fossil_fuel,3047381
Newton,6017,fossil_fuel,3509803
Nine Mile Point,1403,fossil_fuel,8461811
Nine Mile Point Nuclear Station,2589,fossil_fuel,15160831
Nippon Dynawave Packaging Longview WA,50187,fossil_fuel,61292
North Anna,6168,fossil_fuel,14270896
North Ninth Street,960,fossil_fuel,1623
North Omaha,2291,fossil_fuel,1779441
North Pole,6285,fossil_fuel,75269
North Valmy,8224,fossil_fuel,1401898
Northeastern,2963,fossil_fuel,4640654
Northport,2516,fossil_fuel,2542912
Northside Generating Station,667,fossil_fuel,2390096
Norton Powerhouse,50041,fossil_fuel,17591
Norwich WWTP,57624,fossil_fuel,47
Nueces Bay,3441,fossil_fuel,1472089
Oak Grove (TX),6180,fossil_fuel,81274
Oakdale Renewable Energy Plant,57672,fossil_fuel,347
Oconee,3265,fossil_fuel,21125129
Ocotillo,116,fossil_fuel,772545
Odessa-Ector Power Plant,55215,fossil_fuel,5840317
"Odyssey Energy Altura Cogen, LLC",50815,fossil_fuel,3190253
Okeechobee Clean Energy Center,60345,fossil_fuel,9904600
Okeelanta Cogeneration,54627,fossil_fuel,3868
Olive View Medical Center,10884,fossil_fuel,10576
Oneta Energy Center,55225,fossil_fuel,4045619
Onondaga County Resource Recovery,50662,fossil_fuel,1148
Ontelaunee Energy Center,55193,fossil_fuel,4169847
Opryland USA,55037,fossil_fuel,21413
Orchard Park,55997,fossil_fuel,35434
Oregon Clean Energy Center,59764,fossil_fuel,5660712
Oregon State University Energy Center,57653,fossil_fuel,41283
Ormond Beach,350,fossil_fuel,303631
Osprey Energy Center Power Plant,55412,fossil_fuel,1889302
Oswego Harbor Power,2594,fossil_fuel,1113
Otay Mesa Generating Project,55345,fossil_fuel,2589030
Otter Creek Ethanol Poet - Ashton,58138,fossil_fuel,43949
Ottumwa,6254,fossil_fuel,3450747
Ouachita,55467,fossil_fuel,4239148
Oxnard,50464,fossil_fuel,509056
Oxnard Paper Mill,57585,fossil_fuel,192712
Oxnard Wastewater Treatment Plant,50224,fossil_fuel,1168
Oyster Creek Unit VIII,54676,fossil_fuel,2711224
P L Bartow,634,fossil_fuel,6630487
P Plant,59456,fossil_fuel,34285
"PCA, Filer City Mill",58066,fossil_fuel,88058
PE Berkeley,50849,fossil_fuel,173204
POET Biorefining Lake Crystal,58197,fossil_fuel,2861
PPG Powerhouse C,50489,fossil_fuel,1685976
PSEG Hope Creek Generating Station,6118,fossil_fuel,9198676
PSEG Linden Generating Station,2406,fossil_fuel,5076245
PSEG Salem Generating Station,2410,fossil_fuel,19120124
PSEG Sewaren Generating Station,2411,fossil_fuel,2691071
PWD Northeast WPCP Biogas Cogen Plant,58326,fossil_fuel,8839
Packaging Corp of America,50296,fossil_fuel,63515
Paddys Run,1366,fossil_fuel,92576
Palisades,1715,fossil_fuel,2730230
Palm Beach Renewable Energy Facility 1,50071,fossil_fuel,966
Palm Beach Renewable Energy Facility 2,57898,fossil_fuel,12662
Palo Seco Plant,61149,fossil_fuel,115968
Palo Verde,6008,fossil_fuel,31942793
Palomar Energy,55985,fossil_fuel,2381530
Panda Sherman Power Station,58005,fossil_fuel,3220105
Panda Temple Power Station,58001,fossil_fuel,7030172
Panoche Energy Center,56803,fossil_fuel,731504
Papillion Creek Wastewater,55027,fossil_fuel,379
Paradise,1378,fossil_fuel,6882425
Parnassus Central Utility Plant,58198,fossil_fuel,69848
Pasadena Cogeneration,55047,fossil_fuel,3801823
Pasco Cnty Solid Waste Resource Recovery,50666,fossil_fuel,612
"Pastoria Energy Facility, LLC",55656,fossil_fuel,3294307
Paulsboro Refinery,50628,fossil_fuel,164506
Pawnee,6248,fossil_fuel,2503503
Peach Bottom,3166,fossil_fuel,22183803
Pebbly Beach Generating Station Hybrid,6704,fossil_fuel,28532
Penobscot Energy Recovery,50051,fossil_fuel,706
Pensacola Florida Plant,10416,fossil_fuel,527802
Perry,6020,fossil_fuel,10334454
Perryman,1556,fossil_fuel,329794
Perryville Power Station,55620,fossil_fuel,2724332
Peru (IL),955,fossil_fuel,233
Pfizer Groton Plant,54236,fossil_fuel,75196
Phillips 66 Rodeo Refinery,50119,fossil_fuel,101244
Pine Bluff Energy Center,55075,fossil_fuel,1276484
Pinellas County Resource Recovery,50884,fossil_fuel,1
Pirkey,7902,fossil_fuel,8302
Pittsfield Generating LP,50002,fossil_fuel,56796
Pixelle Specialty Solutions LLC - Chillicothe Facility,10244,fossil_fuel,130352
Pixelle Specialty Solutions LLC - Spring Grove Facility,50397,fossil_fuel,192745
Plaquemine Cogeneration Plant,55419,fossil_fuel,4975431
Pleasants Energy LLC,55349,fossil_fuel,906927
Pleasants Power Station,6004,fossil_fuel,8080662
Plum Point Energy Station,56456,fossil_fuel,4353625
Point Beach Nuclear Plant,4046,fossil_fuel,10076652
Polk,7242,fossil_fuel,7301005
Port Allen (HI),6474,fossil_fuel,41834
Port Everglades,617,fossil_fuel,7248285
Port Jefferson,2517,fossil_fuel,336972
Port Washington Generating Station,4040,fossil_fuel,7695400
Port Westward,56227,fossil_fuel,2323897
Possum Point,3804,fossil_fuel,1766039
"Potomac Energy Center, LLC",59004,fossil_fuel,3500284
Powerton,879,fossil_fuel,5094904
Prairie Creek,1073,fossil_fuel,129778
Prairie Horizon Agri Energy,58183,fossil_fuel,782
Prairie Island,1925,fossil_fuel,9150932
Prairie State Generating Station,55856,fossil_fuel,11608888
Pratt & Whitney,54605,fossil_fuel,68530
Princeton University Cogeneration,58584,fossil_fuel,43468
Pueblo Airport Generating Station,56998,fossil_fuel,1086306
Pulliam,4072,fossil_fuel,128297
Purdue University,50240,fossil_fuel,133670
Q Plant,59457,fossil_fuel,35452
Quad Cities Generating Station,880,fossil_fuel,15122247
Quantum Choctaw Power LLC,55694,fossil_fuel,3949230
R D Green,6639,fossil_fuel,745187
R E Ginna Nuclear Power Plant,6122,fossil_fuel,5038588
R M Heskett,2790,fossil_fuel,2370
R M Schahfer,6085,fossil_fuel,2142709
R S Nelson,1393,fossil_fuel,1944166
R W Miller,3628,fossil_fuel,354437
"RED-Rochester, LLC",10025,fossil_fuel,291116
RS Cogen,55117,fossil_fuel,2697118
Rand Whitney CHP Plant,58184,fossil_fuel,121678
Rantoul,958,fossil_fuel,169
Ratcliffe,57037,fossil_fuel,4226172
Ravenswood,2500,fossil_fuel,1969262
Rawhide,6761,fossil_fuel,2141724
Ray D Nixon,8219,fossil_fuel,1179255
ReEnergy Black River,10464,fossil_fuel,355
Red Gate Power Plant,59391,fossil_fuel,406924
Red Hawk,55455,fossil_fuel,5014333
Red Hills Generating Facility,55076,fossil_fuel,8438
Red Oak Power LLC,55239,fossil_fuel,3137651
Red Wing,1926,fossil_fuel,1003
Redbud Power Plant,55463,fossil_fuel,3944888
Redding Power,7307,fossil_fuel,426918
Reeves,2450,fossil_fuel,199065
Regional Waste Systems,50225,fossil_fuel,473
Renaissance Power Plant,55402,fossil_fuel,344353
Rhode Island Hospital,52024,fossil_fuel,21494
Rhode Island State Energy Center,55107,fossil_fuel,3294873
Richmond Cogen,52109,fossil_fuel,866604
Rio Grande,2444,fossil_fuel,606445
Rio Grande Valley Sugar Growers,54338,fossil_fuel,8
Rio Nogales Power Project,55137,fossil_fuel,4529681
River Bend,6462,fossil_fuel,8305718
River Road Gen Plant,7605,fossil_fuel,1695598
River Valley,10671,fossil_fuel,702194
Riverside (MN),1927,fossil_fuel,1463020
Riverside (OK),4940,fossil_fuel,824625
Riverside Energy Center,55641,fossil_fuel,2750576
Riverside Generating LLC,55198,fossil_fuel,650913
Riverton,1239,fossil_fuel,1471307
Riviera,619,fossil_fuel,6765631
RockGen Energy Center,55391,fossil_fuel,580846
Rockingham County CT Station,55116,fossil_fuel,1439160
Rockport,6166,fossil_fuel,4500501
Rocky Mountain Energy Center,55835,fossil_fuel,2540676
Roquette America,57953,fossil_fuel,129771
Roseton Generating Facility,8006,fossil_fuel,192385
Roseville Energy Park,56298,fossil_fuel,607480
Rousselot Inc,50955,fossil_fuel,16152
Rowan,7826,fossil_fuel,4474654
Roxboro,2712,fossil_fuel,5460053
Rumford Cogeneration,10495,fossil_fuel,42442
Rush Island,6155,fossil_fuel,4942815
Russell City Energy Center,56467,fossil_fuel,1037388
Rutgers Biomedical and Health Cogen,50411,fossil_fuel,27930
Rutland,3723,fossil_fuel,530
SABIC Innovative Plastics Mt. Vernon,58063,fossil_fuel,560332
"SC 1 Data Center, Phase 2",59074,fossil_fuel,1118
SCA Cogen 2,7551,fossil_fuel,706401
SEMASS Resource Recovery,50290,fossil_fuel,5606
SIUC,57928,fossil_fuel,7044
SJ/SC WPCP,56080,fossil_fuel,32266
SPA Cogen 3,7552,fossil_fuel,930905
SRI International Cogen Project,50537,fossil_fuel,28212
SUNY Old Westbury College,58156,fossil_fuel,745
Sabine,3459,fossil_fuel,2899168
Sabine River Operations,10789,fossil_fuel,2930155
Sagamore Plant Cogeneration,50903,fossil_fuel,31878
Saguaro Power,54271,fossil_fuel,555638
Saint Agnes Medical Center,54800,fossil_fuel,23468
Saint Marys Hospital Power Plant,54262,fossil_fuel,58461
Salem Harbor Power Development LP,60903,fossil_fuel,544674
Salem Street Dept,56289,fossil_fuel,118
Salem Water Plant,56288,fossil_fuel,99
Salinas River Cogeneration,50865,fossil_fuel,267748
Salmon Diesel,817,fossil_fuel,39
San Diego State University,50061,fossil_fuel,61961
San Fermin Solar Farm Hybrid,61110,fossil_fuel,69
